id_cliente,data_venda,valor_premio,meses_ativo,flag_utilizacao,data_liberacao_credito,tipo_credito,delta_minutos,target_auditoria
10260,2025-08-26 13:00:00,150.0,4,0,2025-08-25 13:00:00,Consignado,1440.0,Alfa
10261,2025-09-29 13:45:00,200.0,3,1,2025-09-29 13:00:00,Consignado,45.0,Alfa
10262,2025-07-11 15:26:00,200.0,5,0,2025-07-11 15:00:00,Antecipação Saque Aniversário,26.0,Alfa
10263,2025-04-03 14:00:00,250.0,9,0,2025-03-10 14:00:00,Antecipação Saque Aniversário,34560.0,Beta
10264,2025-12-15 15:08:00,200.0,1,0,2025-12-15 15:00:00,CDC,8.0,Alfa
10265,2025-03-17 10:45:00,200.0,9,0,2025-03-17 10:00:00,Crédito Pessoal,45.0,Alfa
10266,2025-05-24 11:32:00,200.0,7,0,2025-05-24 11:00:00,CDC,32.0,Alfa
10267,2025-03-27 09:16:00,200.0,9,0,2025-03-27 09:00:00,Crédito Pessoal,16.0,Alfa
10268,2025-10-12 14:17:00,200.0,2,0,2025-10-12 14:00:00,Consignado,17.0,Alfa
10269,2025-08-08 13:23:00,200.0,4,0,2025-08-08 13:00:00,Antecipação Saque Aniversário,23.0,Alfa
10270,2025-02-16 09:02:00,200.0,10,0,2025-02-16 09:00:00,CDC,2.0,Alfa
10271,2025-04-04 14:15:00,200.0,9,0,2025-04-04 14:00:00,CDC,15.0,Alfa
10272,2025-07-28 16:00:00,150.0,5,0,2025-07-23 16:00:00,Crédito Pessoal,7200.0,Beta
10273,2025-08-06 10:47:00,200.0,4,0,2025-08-06 10:00:00,Crédito Pessoal,47.0,Alfa
10274,2025-12-29 15:00:00,150.0,1,0,2025-12-07 15:00:00,CDC,31680.0,Beta
10275,2025-04-10 09:10:00,200.0,8,0,2025-04-10 09:00:00,Crédito Pessoal,10.0,Alfa
10276,2025-09-11 14:44:00,200.0,3,0,2025-09-11 14:00:00,CDC,44.0,Alfa
10277,2025-12-23 15:54:00,200.0,1,0,2025-12-23 15:00:00,CDC,54.0,Alfa
10278,2025-09-07 10:02:00,200.0,3,0,2025-09-07 10:00:00,CDC,2.0,Alfa
10279,2025-09-03 13:59:00,200.0,3,0,2025-09-03 13:00:00,Consignado,59.0,Alfa
10280,2025-04-10 10:39:00,200.0,8,0,2025-04-10 10:00:00,Crédito Pessoal,39.0,Alfa
10281,2025-06-29 15:27:00,200.0,6,0,2025-06-29 15:00:00,Antecipação Saque Aniversário,27.0,Alfa
10282,2025-09-07 11:26:00,200.0,3,0,2025-09-07 11:00:00,Antecipação Saque Aniversário,26.0,Alfa
10283,2025-04-06 09:53:00,200.0,8,0,,,,Gama
10284,2025-11-21 13:28:00,200.0,1,0,2025-11-21 13:00:00,CDC,28.0,Alfa
10285,2025-01-30 16:00:00,250.0,11,0,,,,Gama
10286,2025-10-07 16:29:00,200.0,2,0,2025-10-07 16:00:00,Antecipação Saque Aniversário,29.0,Alfa
10287,2025-09-04 10:39:00,200.0,3,0,2025-09-04 10:00:00,Crédito Pessoal,39.0,Alfa
10288,2025-06-09 11:29:00,200.0,6,0,2025-06-09 11:00:00,Antecipação Saque Aniversário,29.0,Alfa
10289,2025-12-06 16:58:00,200.0,1,0,2025-12-06 16:00:00,CDC,58.0,Alfa
10290,2025-06-27 11:39:00,200.0,6,0,2025-06-27 11:00:00,Crédito Pessoal,39.0,Alfa
10291,2025-04-01 00:00:00,450.0,9,0,2025-02-02 09:00:00,CDC,82980.0,Beta
10292,2025-07-01 11:00:00,150.0,6,0,2025-06-28 11:00:00,Antecipação Saque Aniversário,4320.0,Beta
10293,2025-10-08 00:00:00,450.0,2,0,2025-04-11 12:00:00,Antecipação Saque Aniversário,258480.0,Beta
10294,2025-11-19 09:51:00,200.0,1,0,,,,Gama
10295,2025-06-17 10:10:00,200.0,6,0,2025-06-17 10:00:00,Consignado,10.0,Alfa
10296,2025-02-12 12:38:00,200.0,10,0,2025-02-12 12:00:00,Antecipação Saque Aniversário,38.0,Alfa
10297,2025-10-12 13:12:00,200.0,2,0,2025-10-12 13:00:00,Consignado,12.0,Alfa
10298,2025-01-27 15:00:00,250.0,11,0,2025-01-12 15:00:00,Antecipação Saque Aniversário,21600.0,Beta
10299,2025-08-06 00:00:00,150.0,4,0,2025-10-29 10:00:00,Consignado,-121560.0,Alfa
10300,2025-09-10 11:44:00,200.0,3,0,2025-09-10 11:00:00,Consignado,44.0,Alfa
10301,2025-08-30 11:15:00,200.0,4,0,2025-08-30 11:00:00,Consignado,15.0,Alfa
10302,2025-08-03 09:37:00,200.0,5,0,2025-08-03 09:00:00,CDC,37.0,Alfa
10303,2025-03-31 16:13:00,200.0,9,0,2025-03-31 16:00:00,Consignado,13.0,Alfa
10304,2025-04-03 10:21:00,200.0,9,0,2025-04-03 10:00:00,Consignado,21.0,Alfa
10305,2025-03-31 14:26:00,200.0,9,0,2025-03-31 14:00:00,Consignado,26.0,Alfa
10306,2025-04-25 09:46:00,200.0,8,0,,,,Gama
10307,2025-07-15 10:33:00,200.0,5,0,2025-07-15 10:00:00,Consignado,33.0,Alfa
10308,2025-04-24 13:21:00,200.0,8,0,2025-04-24 13:00:00,Antecipação Saque Aniversário,21.0,Alfa
10309,2025-03-16 13:21:00,200.0,9,0,2025-03-16 13:00:00,Consignado,21.0,Alfa
10310,2025-08-05 13:58:00,200.0,4,0,2025-08-05 13:00:00,Consignado,58.0,Alfa
10311,2025-09-06 12:29:00,200.0,3,0,,,,Gama
10312,2025-12-23 09:26:00,200.0,1,0,2025-12-23 09:00:00,Antecipação Saque Aniversário,26.0,Alfa
10313,2025-07-11 11:36:00,200.0,5,0,2025-07-11 11:00:00,Consignado,36.0,Alfa
10314,2025-06-26 11:22:00,200.0,6,0,2025-06-26 11:00:00,Antecipação Saque Aniversário,22.0,Alfa
10315,2025-02-05 10:29:00,200.0,10,1,2025-02-05 10:00:00,Antecipação Saque Aniversário,29.0,Alfa
10316,2025-04-06 16:38:00,200.0,8,0,2025-04-06 16:00:00,Crédito Pessoal,38.0,Alfa
10317,2025-03-14 00:00:00,150.0,9,0,,,,Gama
10318,2025-08-12 13:26:00,200.0,4,0,2025-08-12 13:00:00,CDC,26.0,Alfa
10319,2025-09-25 09:28:00,200.0,3,0,2025-09-25 09:00:00,CDC,28.0,Alfa
10320,2025-07-02 13:05:00,200.0,6,0,2025-07-02 13:00:00,Crédito Pessoal,5.0,Alfa
10321,2025-10-06 09:41:00,200.0,2,0,2025-10-06 09:00:00,Crédito Pessoal,41.0,Alfa
10322,2025-12-21 09:25:00,200.0,1,0,2025-12-21 09:00:00,CDC,25.0,Alfa
10323,2025-10-13 09:23:00,200.0,2,0,2025-10-13 09:00:00,Crédito Pessoal,23.0,Alfa
10324,2025-03-03 12:54:00,200.0,10,0,,,,Gama
10325,2025-08-05 14:58:00,200.0,4,0,2025-08-05 14:00:00,Crédito Pessoal,58.0,Alfa
10326,2025-07-06 11:58:00,200.0,5,0,2025-07-06 11:00:00,CDC,58.0,Alfa
10327,2025-07-18 12:00:00,150.0,5,0,2025-06-26 12:00:00,CDC,31680.0,Beta
10328,2025-07-31 00:00:00,150.0,5,1,2025-08-21 11:00:00,CDC,-30900.0,Alfa
10329,2025-03-17 09:53:00,200.0,9,0,2025-03-17 09:00:00,Crédito Pessoal,53.0,Alfa
10330,2025-10-11 14:47:00,200.0,2,0,2025-10-11 14:00:00,CDC,47.0,Alfa
10331,2025-08-11 16:24:00,200.0,4,0,2025-08-11 16:00:00,Crédito Pessoal,24.0,Alfa
10332,2025-02-21 11:26:00,200.0,10,0,2025-02-21 11:00:00,Consignado,26.0,Alfa
10333,2025-05-24 13:10:00,200.0,7,0,2025-05-24 13:00:00,Crédito Pessoal,10.0,Alfa
10334,2025-03-10 11:16:00,200.0,9,0,2025-03-10 11:00:00,Antecipação Saque Aniversário,16.0,Alfa
10335,2025-01-25 12:51:00,200.0,11,0,2025-01-25 12:00:00,CDC,51.0,Alfa
10336,2025-02-22 15:57:00,200.0,10,0,2025-02-22 15:00:00,CDC,57.0,Alfa
10337,2025-06-19 09:00:00,150.0,6,0,2025-05-24 09:00:00,Antecipação Saque Aniversário,37440.0,Beta
10338,2025-02-21 13:00:00,250.0,10,1,2025-02-08 13:00:00,Crédito Pessoal,18720.0,Beta
10339,2025-10-24 00:00:00,300.0,2,0,2025-06-30 10:00:00,Consignado,166440.0,Beta
10340,2025-07-12 15:00:00,150.0,5,0,2025-07-05 15:00:00,Antecipação Saque Aniversário,10080.0,Beta
10341,2025-08-12 10:00:00,150.0,4,0,2025-08-11 10:00:00,Antecipação Saque Aniversário,1440.0,Alfa
10342,2025-05-13 11:07:00,200.0,7,0,2025-05-13 11:00:00,Crédito Pessoal,7.0,Alfa
10343,2025-08-03 13:53:00,200.0,5,0,2025-08-03 13:00:00,CDC,53.0,Alfa
10344,2025-08-23 11:01:00,200.0,4,0,2025-08-23 11:00:00,Crédito Pessoal,1.0,Alfa
10345,2025-05-26 15:30:00,200.0,7,0,2025-05-26 15:00:00,Antecipação Saque Aniversário,30.0,Alfa
10346,2025-03-17 09:25:00,200.0,9,0,2025-03-17 09:00:00,Antecipação Saque Aniversário,25.0,Alfa
10347,2025-03-15 10:05:00,200.0,9,0,2025-03-15 10:00:00,CDC,5.0,Alfa
10348,2025-09-10 14:43:00,200.0,3,0,2025-09-10 14:00:00,CDC,43.0,Alfa
10349,2025-01-11 14:00:00,250.0,11,0,2025-01-07 14:00:00,CDC,5760.0,Beta
10350,2025-05-21 16:18:00,200.0,7,0,2025-05-21 16:00:00,Crédito Pessoal,18.0,Alfa
10351,2025-06-19 09:22:00,200.0,6,0,2025-06-19 09:00:00,CDC,22.0,Alfa
10352,2025-10-10 10:44:00,200.0,2,0,2025-10-10 10:00:00,Antecipação Saque Aniversário,44.0,Alfa
10353,2025-07-13 13:54:00,200.0,5,0,2025-07-13 13:00:00,Antecipação Saque Aniversário,54.0,Alfa
10354,2025-01-29 13:31:00,200.0,11,0,2025-01-29 13:00:00,Consignado,31.0,Alfa
10355,2025-12-05 16:49:00,200.0,1,0,2025-12-05 16:00:00,Crédito Pessoal,49.0,Alfa
10356,2025-12-31 09:46:00,200.0,1,0,2025-12-31 09:00:00,Consignado,46.0,Alfa
10357,2025-12-08 12:58:00,200.0,1,0,2025-12-08 12:00:00,Antecipação Saque Aniversário,58.0,Alfa
10358,2025-05-25 15:20:00,200.0,7,0,2025-05-25 15:00:00,Consignado,20.0,Alfa
10359,2025-11-23 09:59:00,200.0,1,0,2025-11-23 09:00:00,Antecipação Saque Aniversário,59.0,Alfa
10360,2025-10-28 12:12:00,200.0,2,0,2025-10-28 12:00:00,Consignado,12.0,Alfa
10361,2025-10-19 14:12:00,200.0,2,0,2025-10-19 14:00:00,CDC,12.0,Alfa
10362,2025-09-09 15:42:00,200.0,3,0,2025-09-09 15:00:00,Consignado,42.0,Alfa
10363,2025-10-07 13:00:00,150.0,2,0,2025-10-02 13:00:00,CDC,7200.0,Beta
10364,2025-12-30 14:36:00,200.0,1,0,2025-12-30 14:00:00,CDC,36.0,Alfa
10365,2025-06-16 11:57:00,200.0,6,1,2025-06-16 11:00:00,Crédito Pessoal,57.0,Alfa
10366,2025-07-21 10:25:00,200.0,5,0,2025-07-21 10:00:00,CDC,25.0,Alfa
10367,2025-01-19 15:29:00,200.0,11,0,2025-01-19 15:00:00,CDC,29.0,Alfa
10368,2025-05-06 11:50:00,200.0,7,0,2025-05-06 11:00:00,Consignado,50.0,Alfa
10369,2025-07-08 13:00:00,150.0,5,0,2025-06-22 13:00:00,Antecipação Saque Aniversário,23040.0,Beta
10370,2025-08-30 12:42:00,200.0,4,0,2025-08-30 12:00:00,Crédito Pessoal,42.0,Alfa
10371,2025-05-06 10:18:00,200.0,7,0,2025-05-06 10:00:00,CDC,18.0,Alfa
10372,2025-05-28 12:48:00,200.0,7,0,2025-05-28 12:00:00,Crédito Pessoal,48.0,Alfa
10373,2025-11-13 15:04:00,200.0,1,0,2025-11-13 15:00:00,Consignado,4.0,Alfa
10374,2025-12-27 15:52:00,200.0,1,0,2025-12-27 15:00:00,CDC,52.0,Alfa
10375,2025-01-01 11:44:00,200.0,12,0,2025-01-01 11:00:00,Consignado,44.0,Alfa
10376,2025-02-14 00:00:00,150.0,10,1,2025-12-14 14:00:00,Crédito Pessoal,-437160.0,Alfa
10377,2025-07-10 12:03:00,200.0,5,0,2025-07-10 12:00:00,Consignado,3.0,Alfa
10378,2025-11-08 09:03:00,200.0,1,0,2025-11-08 09:00:00,Crédito Pessoal,3.0,Alfa
10379,2025-04-27 14:09:00,200.0,8,0,2025-04-27 14:00:00,Consignado,9.0,Alfa
10380,2025-03-09 00:00:00,150.0,9,0,2025-02-27 12:00:00,Crédito Pessoal,13680.0,Beta
10381,2025-06-25 16:00:00,150.0,6,0,2025-06-22 16:00:00,Antecipação Saque Aniversário,4320.0,Beta
10382,2025-06-22 13:54:00,200.0,6,0,2025-06-22 13:00:00,Consignado,54.0,Alfa
10383,2025-10-30 13:44:00,200.0,2,0,2025-10-30 13:00:00,Consignado,44.0,Alfa
10384,2025-03-21 14:13:00,200.0,9,0,2025-03-21 14:00:00,Antecipação Saque Aniversário,13.0,Alfa
10385,2025-08-01 11:44:00,200.0,5,0,2025-08-01 11:00:00,Antecipação Saque Aniversário,44.0,Alfa
10386,2025-06-11 00:00:00,150.0,6,0,2025-09-09 13:00:00,Consignado,-130380.0,Alfa
10387,2025-06-13 11:54:00,200.0,6,0,2025-06-13 11:00:00,Antecipação Saque Aniversário,54.0,Alfa
10388,2025-01-26 00:00:00,150.0,11,0,2025-05-27 12:00:00,CDC,-174960.0,Alfa
10389,2025-02-16 09:43:00,200.0,10,0,2025-02-16 09:00:00,Crédito Pessoal,43.0,Alfa
10390,2025-11-13 14:00:00,150.0,1,0,2025-11-01 14:00:00,Crédito Pessoal,17280.0,Beta
10391,2025-05-23 15:34:00,200.0,7,0,2025-05-23 15:00:00,Crédito Pessoal,34.0,Alfa
10392,2025-01-01 13:40:00,200.0,12,0,2025-01-01 13:00:00,CDC,40.0,Alfa
10393,2025-02-23 14:53:00,200.0,10,0,2025-02-23 14:00:00,Antecipação Saque Aniversário,53.0,Alfa
10394,2025-09-16 16:30:00,200.0,3,0,2025-09-16 16:00:00,Antecipação Saque Aniversário,30.0,Alfa
10395,2025-01-12 10:09:00,200.0,11,0,2025-01-12 10:00:00,Consignado,9.0,Alfa
10396,2025-08-12 16:19:00,200.0,4,0,,,,Gama
10397,2025-12-24 12:08:00,200.0,1,0,2025-12-24 12:00:00,Consignado,8.0,Alfa
10398,2025-07-01 13:00:00,150.0,6,0,,,,Gama
10399,2025-01-08 10:42:00,200.0,11,0,2025-01-08 10:00:00,Crédito Pessoal,42.0,Alfa
10400,2025-12-14 12:33:00,200.0,1,0,2025-12-14 12:00:00,Crédito Pessoal,33.0,Alfa
10401,2025-03-31 16:47:00,200.0,9,0,2025-03-31 16:00:00,Crédito Pessoal,47.0,Alfa
10402,2025-07-05 12:32:00,200.0,5,0,2025-07-05 12:00:00,Antecipação Saque Aniversário,32.0,Alfa
10403,2025-06-27 12:28:00,200.0,6,0,,,,Gama
10404,2025-08-08 13:05:00,200.0,4,0,2025-08-08 13:00:00,Consignado,5.0,Alfa
10405,2025-02-11 12:00:00,150.0,10,0,2025-02-10 12:00:00,CDC,1440.0,Alfa
10406,2025-07-11 11:50:00,200.0,5,0,2025-07-11 11:00:00,Antecipação Saque Aniversário,50.0,Alfa
10407,2025-06-07 09:00:00,150.0,6,0,2025-05-25 09:00:00,CDC,18720.0,Beta
10408,2025-07-31 13:49:00,200.0,5,0,2025-07-31 13:00:00,Consignado,49.0,Alfa
10409,2025-08-22 16:00:00,250.0,4,0,2025-08-08 16:00:00,Consignado,20160.0,Beta
10410,2025-02-15 11:27:00,200.0,10,0,2025-02-15 11:00:00,Crédito Pessoal,27.0,Alfa
10411,2025-09-10 14:17:00,200.0,3,0,2025-09-10 14:00:00,Antecipação Saque Aniversário,17.0,Alfa
10412,2025-03-23 11:06:00,200.0,9,0,2025-03-23 11:00:00,Consignado,6.0,Alfa
10413,2025-09-13 13:26:00,200.0,3,0,2025-09-13 13:00:00,Crédito Pessoal,26.0,Alfa
10414,2025-10-30 09:22:00,200.0,2,0,2025-10-30 09:00:00,Antecipação Saque Aniversário,22.0,Alfa
10415,2025-01-10 16:40:00,200.0,11,0,2025-01-10 16:00:00,CDC,40.0,Alfa
10416,2025-10-13 10:41:00,200.0,2,0,2025-10-13 10:00:00,Antecipação Saque Aniversário,41.0,Alfa
10417,2025-09-08 13:09:00,200.0,3,0,2025-09-08 13:00:00,Antecipação Saque Aniversário,9.0,Alfa
10418,2025-01-05 15:13:00,200.0,12,0,2025-01-05 15:00:00,Consignado,13.0,Alfa
10419,2025-10-19 14:00:00,250.0,2,0,2025-10-16 14:00:00,Consignado,4320.0,Beta
10420,2025-03-06 10:59:00,200.0,10,0,2025-03-06 10:00:00,Antecipação Saque Aniversário,59.0,Alfa
10421,2025-08-12 15:49:00,200.0,4,0,2025-08-12 15:00:00,Consignado,49.0,Alfa
10422,2025-06-26 11:09:00,200.0,6,0,2025-06-26 11:00:00,Consignado,9.0,Alfa
10423,2025-12-07 10:11:00,200.0,1,0,2025-12-07 10:00:00,Consignado,11.0,Alfa
10424,2025-03-04 09:01:00,200.0,10,0,2025-03-04 09:00:00,Crédito Pessoal,1.0,Alfa
10425,2025-12-08 11:18:00,200.0,1,0,2025-12-08 11:00:00,Crédito Pessoal,18.0,Alfa
10426,2025-10-10 09:37:00,200.0,2,0,2025-10-10 09:00:00,Antecipação Saque Aniversário,37.0,Alfa
10427,2025-04-09 00:00:00,300.0,8,0,2025-04-08 09:00:00,Consignado,900.0,Alfa
10428,2025-04-09 15:46:00,200.0,8,0,2025-04-09 15:00:00,Crédito Pessoal,46.0,Alfa
10429,2025-11-07 14:15:00,200.0,1,0,2025-11-07 14:00:00,Antecipação Saque Aniversário,15.0,Alfa
10430,2025-07-16 15:43:00,200.0,5,0,2025-07-16 15:00:00,Consignado,43.0,Alfa
10431,2025-05-13 14:32:00,200.0,7,0,2025-05-13 14:00:00,CDC,32.0,Alfa
10432,2025-09-16 13:23:00,200.0,3,0,2025-09-16 13:00:00,Consignado,23.0,Alfa
10433,2025-01-31 13:00:00,250.0,11,0,2025-01-23 13:00:00,Consignado,11520.0,Beta
10434,2025-02-22 13:25:00,200.0,10,0,2025-02-22 13:00:00,Crédito Pessoal,25.0,Alfa
10435,2025-07-21 10:54:00,200.0,5,0,2025-07-21 10:00:00,Antecipação Saque Aniversário,54.0,Alfa
10436,2025-03-24 09:23:00,200.0,9,0,2025-03-24 09:00:00,Antecipação Saque Aniversário,23.0,Alfa
10437,2025-03-26 14:27:00,200.0,9,0,2025-03-26 14:00:00,Crédito Pessoal,27.0,Alfa
10438,2025-01-01 11:44:00,200.0,12,0,2025-01-01 11:00:00,Consignado,44.0,Alfa
10439,2025-07-19 13:00:00,250.0,5,0,2025-06-22 13:00:00,CDC,38880.0,Beta
10440,2025-09-17 14:39:00,200.0,3,0,2025-09-17 14:00:00,Consignado,39.0,Alfa
10441,2025-10-15 10:22:00,200.0,2,0,2025-10-15 10:00:00,Consignado,22.0,Alfa
10442,2025-12-14 15:21:00,200.0,1,0,2025-12-14 15:00:00,CDC,21.0,Alfa
10443,2025-03-13 15:49:00,200.0,9,0,2025-03-13 15:00:00,Crédito Pessoal,49.0,Alfa
10444,2025-04-04 00:00:00,300.0,9,1,2025-06-03 10:00:00,Antecipação Saque Aniversário,-87000.0,Alfa
10445,2025-01-31 00:00:00,450.0,11,1,2025-06-11 14:00:00,Crédito Pessoal,-189480.0,Alfa
10446,2025-04-28 11:41:00,200.0,8,1,2025-04-28 11:00:00,Crédito Pessoal,41.0,Alfa
10447,2025-11-02 12:37:00,200.0,1,0,2025-11-02 12:00:00,Consignado,37.0,Alfa
10448,2025-02-23 12:45:00,200.0,10,0,2025-02-23 12:00:00,Antecipação Saque Aniversário,45.0,Alfa
10449,2025-08-10 11:38:00,200.0,4,0,2025-08-10 11:00:00,Antecipação Saque Aniversário,38.0,Alfa
10450,2025-11-09 09:57:00,200.0,1,0,2025-11-09 09:00:00,Crédito Pessoal,57.0,Alfa
10451,2025-04-22 15:57:00,200.0,8,0,2025-04-22 15:00:00,CDC,57.0,Alfa
10452,2025-10-30 15:05:00,200.0,2,0,2025-10-30 15:00:00,Crédito Pessoal,5.0,Alfa
10453,2025-07-26 13:25:00,200.0,5,0,2025-07-26 13:00:00,CDC,25.0,Alfa
10454,2025-12-07 14:30:00,200.0,1,0,2025-12-07 14:00:00,Antecipação Saque Aniversário,30.0,Alfa
10455,2025-03-07 11:13:00,200.0,9,0,2025-03-07 11:00:00,Crédito Pessoal,13.0,Alfa
10456,2025-04-13 14:53:00,200.0,8,0,2025-04-13 14:00:00,Consignado,53.0,Alfa
10457,2025-07-11 12:40:00,200.0,5,0,2025-07-11 12:00:00,Crédito Pessoal,40.0,Alfa
10458,2025-08-14 14:50:00,200.0,4,0,2025-08-14 14:00:00,Antecipação Saque Aniversário,50.0,Alfa
10459,2025-11-22 10:00:00,250.0,1,0,2025-11-02 10:00:00,Consignado,28800.0,Beta
10460,2025-12-04 14:25:00,200.0,1,0,2025-12-04 14:00:00,Consignado,25.0,Alfa
10461,2025-12-01 11:24:00,200.0,1,0,2025-12-01 11:00:00,CDC,24.0,Alfa
10462,2025-11-04 09:40:00,200.0,1,0,2025-11-04 09:00:00,Consignado,40.0,Alfa
10463,2025-06-15 09:13:00,200.0,6,0,2025-06-15 09:00:00,Consignado,13.0,Alfa
10464,2025-12-16 12:00:00,250.0,1,0,2025-12-01 12:00:00,Crédito Pessoal,21600.0,Beta
10465,2025-01-30 15:16:00,200.0,11,0,2025-01-30 15:00:00,Antecipação Saque Aniversário,16.0,Alfa
10466,2025-05-03 11:00:00,250.0,8,0,2025-04-16 11:00:00,CDC,24480.0,Beta
10467,2025-03-22 13:55:00,200.0,9,0,2025-03-22 13:00:00,Crédito Pessoal,55.0,Alfa
10468,2025-10-12 12:18:00,200.0,2,0,2025-10-12 12:00:00,Consignado,18.0,Alfa
10469,2025-06-02 16:00:00,150.0,7,0,2025-05-18 16:00:00,Consignado,21600.0,Beta
10470,2025-11-26 09:23:00,200.0,1,0,2025-11-26 09:00:00,CDC,23.0,Alfa
10471,2025-04-03 00:00:00,300.0,9,0,2025-12-06 16:00:00,Antecipação Saque Aniversário,-356640.0,Alfa
10472,2025-03-10 10:13:00,200.0,9,0,2025-03-10 10:00:00,CDC,13.0,Alfa
10473,2025-09-19 13:33:00,200.0,3,0,2025-09-19 13:00:00,Crédito Pessoal,33.0,Alfa
10474,2025-07-24 14:33:00,200.0,5,0,2025-07-24 14:00:00,CDC,33.0,Alfa
10475,2025-08-23 11:19:00,200.0,4,0,2025-08-23 11:00:00,Consignado,19.0,Alfa
10476,2025-08-28 11:37:00,200.0,4,0,2025-08-28 11:00:00,Crédito Pessoal,37.0,Alfa
10477,2025-04-21 09:10:00,200.0,8,0,2025-04-21 09:00:00,Consignado,10.0,Alfa
10478,2025-06-27 15:00:00,250.0,6,0,2025-05-31 15:00:00,Antecipação Saque Aniversário,38880.0,Beta
10479,2025-12-02 15:49:00,200.0,1,0,2025-12-02 15:00:00,Consignado,49.0,Alfa
10480,2025-01-08 12:58:00,200.0,11,0,2025-01-08 12:00:00,Consignado,58.0,Alfa
10481,2025-12-26 12:35:00,200.0,1,0,2025-12-26 12:00:00,CDC,35.0,Alfa
10482,2025-08-16 00:00:00,150.0,4,0,2025-07-03 09:00:00,Consignado,62820.0,Beta
10483,2025-07-14 16:27:00,200.0,5,0,,,,Gama
10484,2025-07-14 11:28:00,200.0,5,0,2025-07-14 11:00:00,Crédito Pessoal,28.0,Alfa
10485,2025-04-03 16:20:00,200.0,9,0,2025-04-03 16:00:00,Antecipação Saque Aniversário,20.0,Alfa
10486,2025-03-02 10:01:00,200.0,10,0,2025-03-02 10:00:00,Crédito Pessoal,1.0,Alfa
10487,2025-03-07 11:00:00,150.0,9,0,2025-02-20 11:00:00,CDC,21600.0,Beta
10488,2025-10-30 13:00:00,250.0,2,0,2025-10-04 13:00:00,Antecipação Saque Aniversário,37440.0,Beta
10489,2025-04-26 10:00:00,150.0,8,0,2025-04-02 10:00:00,Crédito Pessoal,34560.0,Beta
10490,2025-11-13 14:17:00,200.0,1,0,2025-11-13 14:00:00,CDC,17.0,Alfa
10491,2025-11-22 09:58:00,200.0,1,0,2025-11-22 09:00:00,Crédito Pessoal,58.0,Alfa
10492,2025-06-04 09:00:00,150.0,7,0,2025-05-13 09:00:00,Crédito Pessoal,31680.0,Beta
10493,2025-01-30 10:00:00,250.0,11,0,2025-01-12 10:00:00,Consignado,25920.0,Beta
10494,2025-02-15 10:35:00,200.0,10,0,2025-02-15 10:00:00,Crédito Pessoal,35.0,Alfa
10495,2025-03-19 10:42:00,200.0,9,0,2025-03-19 10:00:00,Crédito Pessoal,42.0,Alfa
10496,2025-10-28 11:28:00,200.0,2,1,2025-10-28 11:00:00,CDC,28.0,Alfa
10497,2025-10-14 00:00:00,150.0,2,0,2025-03-14 10:00:00,CDC,307560.0,Beta
10498,2025-09-06 15:23:00,200.0,3,0,2025-09-06 15:00:00,Consignado,23.0,Alfa
10499,2025-05-01 14:43:00,200.0,8,0,2025-05-01 14:00:00,Crédito Pessoal,43.0,Alfa
10500,2025-08-27 16:50:00,200.0,4,0,2025-08-27 16:00:00,Consignado,50.0,Alfa
10501,2025-12-16 11:20:00,200.0,1,0,2025-12-16 11:00:00,Crédito Pessoal,20.0,Alfa
10502,2025-11-15 16:50:00,200.0,1,0,2025-11-15 16:00:00,Antecipação Saque Aniversário,50.0,Alfa
10503,2025-03-21 09:00:00,150.0,9,0,,,,Gama
10504,2025-05-16 00:00:00,150.0,7,0,2025-01-26 12:00:00,Consignado,157680.0,Beta
10505,2025-09-14 16:50:00,200.0,3,0,2025-09-14 16:00:00,Consignado,50.0,Alfa
10506,2025-04-23 11:09:00,200.0,8,0,2025-04-23 11:00:00,Consignado,9.0,Alfa
10507,2025-09-10 12:12:00,200.0,3,0,2025-09-10 12:00:00,CDC,12.0,Alfa
10508,2025-07-26 15:56:00,200.0,5,0,2025-07-26 15:00:00,CDC,56.0,Alfa
10509,2025-05-07 16:21:00,200.0,7,0,2025-05-07 16:00:00,CDC,21.0,Alfa
10510,2025-02-17 00:00:00,300.0,10,0,2025-08-02 14:00:00,Consignado,-239880.0,Alfa
10511,2025-02-15 15:00:00,150.0,10,0,2025-01-28 15:00:00,Crédito Pessoal,25920.0,Beta
10512,2025-03-19 16:14:00,200.0,9,0,2025-03-19 16:00:00,Antecipação Saque Aniversário,14.0,Alfa
10513,2025-12-31 10:35:00,200.0,1,0,,,,Gama
10514,2025-01-14 11:33:00,200.0,11,0,2025-01-14 11:00:00,CDC,33.0,Alfa
10515,2025-11-08 11:17:00,200.0,1,0,2025-11-08 11:00:00,CDC,17.0,Alfa
10516,2025-01-07 11:22:00,200.0,11,1,2025-01-07 11:00:00,Consignado,22.0,Alfa
10517,2025-05-03 15:00:00,150.0,8,0,2025-04-21 15:00:00,Consignado,17280.0,Beta
10518,2025-08-26 11:29:00,200.0,4,0,2025-08-26 11:00:00,CDC,29.0,Alfa
10519,2025-08-27 12:28:00,200.0,4,0,2025-08-27 12:00:00,Crédito Pessoal,28.0,Alfa
10520,2025-10-01 10:32:00,200.0,3,0,2025-10-01 10:00:00,CDC,32.0,Alfa
10521,2025-10-21 11:06:00,200.0,2,0,2025-10-21 11:00:00,CDC,6.0,Alfa
10522,2025-01-15 16:56:00,200.0,11,0,2025-01-15 16:00:00,Consignado,56.0,Alfa
